iter	Passed	Remaining
426	1692	37952
427	1695	37914
428	1697	37874
429	1700	37840
430	1702	37802
431	1707	37823
432	1712	37829
433	1716	37828
434	1719	37803
435	1723	37809
436	1726	37777
437	1728	37743
438	1731	37711
439	1734	37678
440	1736	37650
441	1741	37657
442	1744	37624
443	1746	37590
444	1749	37554
445	1751	37523
446	1755	37522
447	1758	37495
448	1761	37472
449	1764	37455
450	1771	37507
451	1775	37509
452	1778	37479
453	1781	37453
454	1783	37423
455	1788	37434
456	1791	37408
457	1794	37379
458	1796	37349
459	1799	37314
460	1804	37331
461	1808	37326
462	1814	37381
463	1820	37421
464	1823	37392
465	1826	37364
466	1828	37334
467	1831	37307
468	1836	37319
469	1838	37287
470	1842	37269
471	1845	37245
472	1848	37225
473	1850	37197
474	1853	37172
475	1856	37140
476	1858	37106
477	1861	37074
478	1866	37091
479	1871	37110
480	1876	37133
481	1880	37137
482	1883	37115
483	1886	37088
484	1888	37057
485	1891	37023
486	1893	36996
487	1897	36995
488	1900	36968
489	1903	36940
490	1905	36910
491	1908	36881
492	1913	36891
493	1915	36862
494	1918	36835
495	1920	36806
496	1923	36779
497	1929	36818
498	1933	36813
499	1937	36804
500	1939	36780
501	1944	36794
502	1947	36765
503	1949	36735
504	1952	36706
505	1954	36675
506	1960	36702
507	1964	36708
508	1969	36725
509	1975	36754
510	1978	36730
511	1980	36703
512	1983	36677
513	1985	36647
514	1988	36620
515	1991	36608
516	1994	36580
517	1996	36554
518	1999	36527
519	2002	36503
520	2006	36506
521	2009	36481
522	2011	36455
523	2014	36430
524	2017	36402
525	2023	36446
526	2027	36443
527	2030	36432
528	2033	36411
529	2037	36413
530	2040	36388
531	2043	36361
532	2045	36334
533	2048	36309
534	2051	36285
535	2055	36291
536	2059	36301
537	2064	36304
538	2068	36316
539	2071	36292
540	2074	36267
541	2077	36249
542	2079	36224
543	2084	36233
544	2087	36207
545	2089	36183
546	2092	36161
547	2095	36135
548	2098	36124
549	2101	36102
550	2103	36074
551	2105	36043
552	2109	36040
553	2114	36053
554	2118	36045
555	2120	36022
556	2123	35998
557	2126	35978
558	2130	35985
559	2133	35963
560	2136	35941
561	2138	35917
562	2141	35892
563	2145	35901
564	2149	35890
565	2152	35881
566	2156	35881
567	2159	35857
568	2163	35859
569	2167	35853
570	2170	35836
571	2173	35820
572	2177	35825
573	2180	35803
574	2183	35787
575	2185	35764
576	2188	35741
577	2191	35718
578	2195	35717
579	2198	35701
580	2202	35700
581	2206	35704
582	2210	35708
583	2214	35697
584	2216	35676
585	2219	35657
586	2222	35633
587	2226	35641
588	2228	35613
589	2231	35590
590	2233	35566
591	2236	35542
592	2240	35538
593	2244	35540
594	2248	35534
595	2252	35539
596	2254	35516
597	2258	35516
598	2262	35502
599	2265	35494
600	2268	35474
601	2273	35485
602	2275	35466
603	2278	35448
604	2281	35427
605	2283	35404
606	2286	35384
607	2290	35386
608	2293	35364
609	2295	35342
610	2298	35320
611	2301	35297
612	2306	35319
613	2309	35308
614	2312	35295
615	2316	35288
616	2322	35319
617	2325	35300
618	2327	35279
619	2330	35258
620	2332	35233
621	2337	35238
622	2339	35219
623	2342	35194
624	2344	35171
625	2347	35151
626	2351	35149
627	2354	35142
628	2358	35133
629	2361	35117
630	2364	35102
631	2368	35109
632	2371	35099
633	2375	35091
634	2380	35102
635	2384	35108
636	2386	35084
637	2389	35063
638	2392	35043
639	2394	35021
640	2397	35001
641	2401	35011
642	2404	34992
643	2407	34970
644	2409	34949
645	2412	34932
646	2417	34941
647	2421	34940
648	2425	34951
649	2428	34931
650	2432	34931
651	2434	34909
652	2437	34889
653	2440	34873
654	2442	34853
655	2445	34834
656	2450	34848
657	2453	34837
658	2457	34826
659	2460	34815
660	2464	34824
661	2468	34823
662	2473	34828
663	2476	34815
664	2480	34818
665	2483	34799
666	2485	34781
667	2488	34763
668	2490	34743
669	2493	34722
670	2498	34730
671	2501	34717
672	2504	34712
673	2507	34691
674	2510	34688
675	2515	34690
676	2519	34699
677	2522	34681
678	2525	34662
679	2528	34660
680	2532	34649
681	2534	34633
682	2537	34620
683	2543	34637
684	2546	34630
685	2549	34615
686	2552	34600
687	2555	34585
688	2560	34604
689	2565	34615
690	2570	34625
691	2573	34621
692	2577	34611
693	2579	34592
694	2582	34572
695	2584	34551
696	2586	34528
697	2591	34541
698	2594	34528
699	2597	34507
700	2599	34489
701	2602	34470
702	2607	34478
703	2610	34474
704	2614	34474
705	2617	34455
706	2619	34437
707	2624	34443
708	2626	34424
709	2629	34401
710	2631	34382
711	2634	34363
712	2638	34365
713	2641	34349
714	2643	34331
715	2645	34309
716	2648	34289
717	2650	34270
718	2655	34278
719	2660	34288
720	2665	34308
721	2670	34322
722	2673	34304
723	2676	34286
724	2678	34269
725	2681	34251
726	2684	34235
727	2688	34243
728	2691	34224
729	2693	34208
730	2696	34190
731	2699	34176
732	2703	34184
733	2707	34183
734	2712	34188
735	2715	34174
736	2719	34178
737	2722	34162
738	2724	34145
739	2727	34128
740	2729	34111
741	2734	34112
742	2736	34096
743	2739	34078
744	2741	34060
745	2744	34045
746	2746	34026
747	2751	34038
748	2755	34037
749	2760	34051
750	2763	34035
751	2768	34040
752	2770	34028
753	2774	34021
754	2778	34021
755	2783	34038
756	2786	34022
757	2789	34005
758	2791	33987
759	2794	33969
760	2798	33972
761	2802	33972
762	2806	33980
763	2809	33962
764	2812	33952
765	2815	33942
766	2818	33925
767	2821	33912
768	2823	33895
769	2826	33878
770	2830	33885
771	2833	33867
772	2836	33861
773	2839	33845
774	2842	33829
775	2846	33839
776	2850	33840
777	2854	33838
778	2857	33828
779	2862	33830
780	2865	33824
781	2868	33815
782	2872	33809
783	2874	33792
784	2879	33798
785	2881	33782
786	2884	33766
787	2886	33749
788	2889	33731
789	2893	33738
790	2898	33742
791	2902	33749
792	2905	33733
793	2910	33741
794	2912	33726
795	2915	33708
796	2917	33690
797	2920	33674
798	2922	33656
799	2927	33663
800	2929	33648
801	2932	33631
802	2934	33614
803	2937	33597
804	2942	33605
805	2945	33604
806	2949	33604
807	2953	33594
808	2957	33600
809	2960	33592
810	2963	33581
811	2967	33576
812	2970	33562
813	2974	33568
814	2977	33551
815	2979	33535
816	2982	33518
817	2984	33505
818	2989	33510
819	2993	33508
820	2997	33515
821	3000	33503
822	3004	33505
823	3007	33489
824	3009	33474
825	3012	33460
826	3015	33448
827	3018	33432
828	3022	33436
829	3025	33421
830	3027	33406
831	3030	33394
832	3033	33383
833	3038	33390
834	3042	33389
835	3047	33400
836	3049	33385
837	3053	33385
838	3056	33370
839	3058	33354
840	3061	33346
841	3064	33331
842	3069	33337
843	3072	33329
844	3075	33320
845	3079	33324
846	3082	33309
847	3086	33316
848	3091	33321
849	3094	33308
850	3096	33290
851	3100	33294
852	3103	33279
853	3106	33266
854	3108	33251
855	3111	33233
856	3115	33241
857	3118	33226
858	3121	33214
859	3123	33199
860	3126	33182
861	3128	33167
862	3133	33177
863	3137	33174
864	3141	33178
865	3144	33164
866	3148	33169
867	3152	33163
868	3154	33149
869	3157	33132
870	3159	33116
871	3164	33125
872	3167	33112
873	3170	33104
874	3174	33107
875	3180	33129
876	3186	33144
877	3190	33150
878	3195	33162
879	3198	33149
880	3201	33133
881	3203	33118
882	3206	33102
883	3208	33089
884	3213	33098
885	3216	33087
886	3219	33072
887	3221	33059
888	3224	33042
889	3229	33052
890	3232	33051
891	3236	33049
892	3239	33040
893	3244	33044
894	3246	33031
895	3249	33017
896	3252	33003
897	3254	32988
898	3259	32995
899	3262	32986
900	3265	32977
901	3269	32975
902	3271	32962
903	3277	32982
904	3281	32978
905	3284	32973
906	3287	32960
907	3291	32963
908	3294	32948
909	3297	32935
910	3299	32921
911	3302	32908
912	3306	32914
913	3309	32899
914	3312	32884
915	3314	32870
916	3317	32856
917	3319	32842
918	3324	32848
919	3327	32845
920	3333	32857
921	3335	32844
922	3340	32851
923	3343	32839
924	3346	32827
925	3348	32815
926	3351	32802
927	3356	32810
928	3358	32797
929	3361	32783
930	3364	32770
931	3366	32757
932	3371	32767
933	3377	32781
934	3381	32781
935	3385	32781
936	3387	32769
937	3390	32758
938	3393	32745
939	3395	32730
940	3398	32718
941	3403	32724
942	3405	32712
943	3408	32698
944	3411	32685
945	3413	32671
946	3418	32675
947	3421	32667
948	3424	32663
949	3428	32663
950	3431	32649
951	3435	32650
952	3438	32638
953	3440	32625
954	3443	32611
955	3445	32597
956	3450	32603
957	3453	32591
958	3455	32577
959	3458	32563
960	3460	32551
961	3464	32547
962	3476	32625
963	3480	32627
964	3483	32618
965	3486	32604
966	3488	32588
967	3491	32579
968	3494	32570
969	3500	32588
970	3503	32577
971	3506	32564
972	3508	32551
973	3511	32538
974	3516	32546
975	3519	32544
976	3524	32553
977	3527	32541
978	3531	32545
979	3535	32537
980	3537	32524
981	3540	32512
982	3542	32499
983	3547	32503
984	3550	32490
985	3552	32477
986	3555	32464
987	3557	32452
988	3562	32459
989	3567	32468
990	3572	32473
991	3575	32465
992	3579	32466
993	3581	32453
994	3584	32439
995	3586	32425
996	3589	32415
997	3594	32425
998	3598	32419
999	3601	32414
1000	3605	32409
1001	3610	32421
1002	3614	32426
1003	3620	32444
1004	3626	32454
1005	3629	32445
1006	3631	32435
1007	3634	32423
1008	3637	32411
1009	3641	32416
1010	3644	32404
1011	3647	32391
1012	3649	32378
1013	3652	32368
1014	3657	32374
1015	3660	32371
1016	3665	32372
1017	3667	32360
1018	3670	32347
1019	3674	32349
1020	3677	32339
1021	3679	32327
1022	3683	32322
1023	3685	32309
1024	3690	32314
1025	3693	32303
1026	3695	32292
1027	3698	32280
1028	3701	32267
1029	3705	32272
1030	3709	32268
1031	3713	32269
1032	3716	32261
1033	3720	32263
1034	3723	32251
1035	3726	32239
1036	3728	32225
1037	3731	32213
1038	3733	32201
1039	3737	32203
1040	3740	32190
1041	3744	32187
1042	3747	32185
1043	3752	32193
1044	3757	32196
1045	3761	32202
1046	3764	32189
1047	3767	32183
1048	3771	32178
1049	3774	32171
1050	3777	32166
1051	3780	32154
1052	3785	32160
1053	3788	32151
1054	3791	32144
1055	3793	32132
1056	3796	32119
1057	3800	32121
1058	3806	32133
1059	3809	32131
1060	3813	32125
1061	3817	32126
1062	3820	32118
1063	3823	32111
1064	3826	32102
1065	3829	32094
1066	3834	32100
1067	3836	32088
1068	3840	32082
1069	3843	32073
1070	3846	32065
1071	3852	32081
1072	3856	32085
1073	3859	32077
1074	3864	32081
1075	3867	32071
1076	3869	32063
1077	3874	32066
1078	3879	32073
1079	3881	32060
1080	3884	32049
1081	3886	32035
1082	3890	32032
1083	3895	32041
1084	3901	32056
1085	3909	32090
1086	3913	32091
1087	3918	32100
1088	3921	32092
1089	3927	32103
1090	3935	32134
1091	3938	32127
1092	3942	32125
1093	3948	32147
1094	3953	32154
1095	3956	32141
1096	3960	32146
1097	3963	32136
1098	3966	32122
1099	3968	32109
1100	3971	32096
1101	3977	32113
1102	3980	32106
1103	3983	32101
1104	3986	32092
1105	3991	32101
1106	3995	32099
1107	4000	32102
1108	4002	32090
1109	4007	32095
1110	4009	32082
1111	4012	32072
1112	4015	32060
1113	4017	32045
1114	4022	32049
1115	4024	32037
1116	4027	32026
1117	4029	32015
1118	4032	32000
1119	4034	31989
1120	4040	32000
1121	4044	32000
1122	4047	31992
1123	4049	31980
1124	4054	31982
1125	4056	31970
1126	4059	31964
1127	4062	31955
1128	4065	31943
1129	4070	31948
1130	4073	31940
1131	4075	31928
1132	4078	31915
1133	4080	31904
1134	4084	31903
1135	4089	31905
1136	4093	31905
1137	4097	31909
1138	4101	31911
1139	4104	31902
1140	4107	31888
1141	4109	31876
1142	4112	31864
1143	4114	31851
1144	4118	31850
1145	4121	31839
1146	4123	31827
1147	4126	31815
1148	4128	31803
1149	4134	31814
1150	4137	31811
1151	4140	31805
1152	4143	31792
1153	4147	31794
1154	4150	31783
1155	4152	31771
1156	4155	31760
1157	4157	31747
1158	4160	31735
1159	4165	31741
1160	4167	31730
1161	4170	31718
1162	4172	31707
1163	4175	31695
1164	4180	31705
1165	4184	31706
1166	4189	31710
1167	4192	31700
1168	4196	31702
1169	4199	31696
1170	4202	31688
1171	4206	31682
1172	4210	31684
1173	4213	31673
1174	4215	31660
1175	4217	31649
1176	4220	31637
1177	4223	31629
1178	4228	31634
1179	4231	31630
1180	4236	31632
1181	4238	31621
1182	4242	31623
1183	4245	31612
1184	4248	31600
1185	4250	31588
1186	4253	31578
1187	4255	31567
1188	4260	31572
1189	4263	31560
1190	4265	31549
1191	4268	31542
1192	4271	31532
1193	4275	31535
1194	4279	31533
1195	4285	31547
1196	4288	31535
1197	4292	31537
1198	4295	31530
1199	4298	31521
1200	4301	31515
1201	4304	31505
1202	4307	31497
1203	4309	31486
1204	4312	31477
1205	4315	31464
1206	4317	31453
1207	4322	31459
1208	4326	31457
1209	4330	31458
1210	4333	31448
1211	4337	31448
1212	4339	31437
1213	4342	31427
1214	4345	31417
1215	4347	31405
1216	4350	31393
1217	4354	31397
1218	4357	31388
1219	4359	31377
1220	4362	31365
1221	4364	31354
1222	4369	31356
1223	4373	31358
1224	4378	31362
1225	4380	31352
1226	4385	31353
1227	4387	31343
1228	4390	31332
1229	4393	31322
1230	4395	31311
1231	4398	31300
1232	4402	31305
1233	4405	31298
1234	4409	31292
1235	4412	31287
1236	4417	31290
1237	4420	31287
1238	4425	31289
1239	4427	31280
1240	4430	31269
1241	4435	31276
1242	4438	31268
1243	4441	31259
1244	4444	31251
1245	4449	31260
1246	4452	31253
1247	4455	31244
1248	4457	31234
1249	4460	31225
1250	4465	31229
1251	4469	31228
1252	4473	31229
1253	4476	31220
1254	4480	31222
1255	4483	31212
1256	4486	31202
1257	4488	31192
1258	4491	31182
1259	4496	31186
1260	4499	31180
1261	4502	31173
1262	4506	31176
1263	4510	31177
1264	4515	31176
1265	4519	31179
1266	4522	31171
1267	4526	31168
1268	4529	31161
1269	4531	31150
1270	4534	31140
1271	4537	31131
1272	4539	31121
1273	4544	31123
1274	4546	31113
1275	4549	31102
1276	4551	31092
1277	4555	31086
1278	4560	31093
1279	4563	31090
1280	4568	31095
1281	4574	31111
1282	4578	31104
1283	4580	31096
1284	4583	31088
1285	4586	31075
1286	4590	31074
1287	4592	31066
1288	4595	31055
1289	4598	31045
1290	4600	31034
1291	4603	31024
1292	4608	31031
1293	4613	31039
1294	4617	31041
1295	4623	31049
1296	4625	31039
1297	4628	31027
1298	4630	31018
1299	4633	31006
1300	4635	30996
1301	4640	30999
1302	4642	30988
1303	4646	30983
1304	4648	30973
1305	4651	30963
1306	4656	30968
1307	4660	30968
1308	4664	30972
1309	4667	30962
1310	4671	30963
1311	4674	30954
1312	4678	30954
1313	4682	30949
1314	4687	30955
1315	4689	30945
1316	4692	30936
1317	4694	30926
1318	4697	30916
1319	4700	30907
1320	4712	30959
1321	4717	30964
1322	4720	30957
1323	4723	30951
1324	4725	30941
1325	4728	30931
1326	4730	30920
1327	4735	30924
1328	4738	30914
1329	4740	30904
1330	4743	30895
1331	4746	30884
1332	4750	30889
1333	4756	30898
1334	4760	30900
1335	4764	30895
1336	4767	30890
1337	4770	30880
1338	4772	30868
1339	4774	30859
1340	4777	30848
1341	4782	30855
1342	4785	30847
1343	4788	30838
1344	4790	30828
1345	4793	30818
1346	4798	30823
1347	4803	30831
1348	4808	30835
1349	4815	30856
1350	4818	30848
1351	4821	30837
1352	4823	30827
1353	4826	30816
1354	4831	30822
1355	4833	30813
1356	4836	30803
1357	4839	30797
1358	4842	30788
1359	4846	30792
1360	4850	30789
1361	4855	30793
1362	4858	30786
1363	4862	30786
1364	4864	30775
1365	4867	30765
1366	4870	30757
1367	4872	30747
1368	4876	30746
1369	4879	30738
1370	4882	30728
1371	4884	30718
1372	4889	30719
1373	4894	30726
1374	4898	30728
1375	4903	30731
1376	4906	30726
1377	4911	30728
1378	4913	30718
1379	4916	30708
1380	4918	30699
1381	4921	30689
1382	4926	30692
1383	4928	30683
1384	4931	30673
1385	4933	30664
1386	4936	30655
1387	4939	30645
1388	4943	30643
1389	4946	30641
1390	4951	30644
1391	4953	30634
1392	4957	30632
1393	4960	30622
1394	4962	30614
1395	4965	30604
1396	4968	30593
1397	4972	30597
1398	4975	30587
1399	4977	30578
1400	4980	30568
1401	4983	30559
1402	4985	30551
1403	4990	30555
1404	4996	30563
1405	4999	30558
1406	5003	30559
1407	5006	30549
1408	5008	30540
1409	5011	30531
1410	5014	30521
1411	5016	30511
1412	5021	30514
1413	5023	30504
1414	5026	30495
1415	5028	30485
1416	5031	30476
1417	5036	30481
1418	5041	30484
1419	5045	30486
1420	5048	30476
1421	5052	30476
1422	5054	30467
1423	5057	30457
1424	5059	30447
1425	5062	30438
1426	5067	30443
1427	5070	30437
1428	5072	30426
1429	5075	30417
1430	5078	30408
1431	5082	30411
1432	5087	30416
1433	5092	30420
1434	5095	30414
1435	5100	30417
1436	5102	30406
1437	5105	30397
1438	5107	30387
1439	5110	30377
1440	5112	30365
1441	5115	30360
1442	5118	30351
1443	5120	30342
1444	5123	30332
1445	5125	30321
1446	5131	30329
1447	5135	30333
1448	5140	30334
1449	5143	30326
1450	5146	30320
1451	5148	30310
1452	5151	30302
1453	5154	30293
1454	5156	30284
1455	5161	30288
1456	5164	30279
1457	5166	30269
1458	5169	30260
1459	5171	30250
1460	5174	30242
1461	5178	30240
1462	5182	30239
1463	5184	30230
1464	5187	30221
1465	5191	30221
1466	5194	30214
1467	5197	30207
1468	5201	30204
1469	5203	30194
1470	5207	30195
1471	5210	30185
1472	5212	30176
1473	5215	30166
1474	5217	30155
1475	5221	30152
1476	5224	30149
1477	5228	30146
1478	5232	30147
1479	5235	30138
1480	5239	30138
1481	5242	30129
1482	5245	30122
1483	5247	30113
1484	5250	30104
1485	5255	30108
1486	5257	30099
1487	5260	30091
1488	5262	30082
1489	5265	30073
1490	5270	30076
1491	5273	30072
1492	5279	30082
1493	5282	30077
1494	5288	30085
1495	5292	30083
1496	5296	30084
1497	5299	30075
1498	5303	30078
1499	5306	30070
1500	5309	30061
1501	5311	30051
1502	5313	30041
1503	5318	30043
1504	5322	30041
1505	5325	30038
1506	5329	30033
1507	5333	30032
1508	5335	30024
1509	5338	30014
1510	5340	30005
1511	5343	29995
1512	5345	29986
1513	5350	29988
1514	5352	29979
1515	5355	29970
1516	5357	29961
1517	5360	29951
1518	5362	29942
1519	5368	29953
1520	5373	29956
1521	5376	29947
1522	5378	29938
1523	5386	29956
1524	5389	29954
1525	5393	29952
1526	5399	29960
1527	5402	29955
1528	5405	29946
1529	5407	29937
1530	5410	29929
1531	5415	29934
1532	5419	29931
1533	5423	29931
1534	5426	29924
1535	5430	29924
1536	5433	29915
1537	5435	29906
1538	5438	29899
1539	5440	29889
1540	5444	29889
1541	5448	29883
1542	5450	29874
1543	5452	29863
1544	5455	29854
1545	5457	29845
1546	5463	29851
1547	5466	29848
1548	5470	29843
1549	5474	29843
1550	5479	29846
1551	5482	29841
1552	5485	29835
1553	5489	29833
1554	5494	29837
1555	5496	29829
1556	5499	29820
1557	5501	29811
1558	5504	29804
1559	5508	29804
1560	5511	29795
1561	5514	29787
1562	5516	29778
1563	5519	29771
1564	5522	29764
1565	5525	29760
1566	5528	29751
1567	5530	29742
1568	5533	29735
1569	5535	29724
1570	5540	29725
1571	5543	29720
1572	5546	29716
1573	5551	29716
1574	5553	29707
1575	5557	29706
1576	5560	29697
1577	5562	29690
1578	5565	29682
1579	5568	29672
1580	5572	29674
1581	5575	29665
1582	5577	29656
1583	5580	29647
1584	5582	29639
1585	5585	29630
1586	5591	29640
1587	5597	29649
1588	5600	29645
1589	5605	29648
1590	5608	29640
1591	5610	29633
1592	5613	29624
1593	5615	29615
1594	5620	29619
1595	5623	29610
1596	5626	29602
1597	5628	29593
1598	5630	29584
1599	5633	29575
1600	5638	29578
1601	5642	29579
1602	5646	29579
1603	5649	29570
1604	5653	29570
1605	5656	29563
1606	5658	29555
1607	5661	29546
1608	5663	29537
1609	5668	29539
1610	5671	29534
1611	5675	29530
1612	5678	29525
1613	5680	29516
1614	5686	29524
1615	5691	29529
1616	5695	29525
1617	5699	29527
1618	5703	29524
1619	5705	29515
1620	5708	29507
1621	5711	29499
1622	5713	29490
1623	5716	29483
1624	5719	29474
1625	5721	29466
1626	5724	29457
1627	5726	29448
1628	5731	29452
1629	5734	29447
1630	5737	29442
1631	5742	29442
1632	5746	29443
1633	5748	29434
1634	5751	29423
1635	5753	29415
1636	5756	29407
1637	5758	29398
1638	5763	29402
1639	5766	29396
1640	5769	29388
1641	5771	29379
1642	5774	29371
1643	5780	29378
1644	5783	29374
1645	5788	29376
1646	5791	29371
1647	5795	29373
1648	5798	29365
1649	5800	29355
1650	5803	29347
1651	5806	29340
1652	5810	29342
1653	5813	29334
1654	5815	29325
1655	5818	29317
1656	5821	29309
1657	5825	29310
1658	5828	29306
1659	5832	29302
1660	5837	29304
1661	5840	29301
1662	5843	29295
1663	5846	29287
1664	5848	29278
1665	5851	29271
1666	5853	29262
1667	5858	29263
1668	5860	29255
1669	5863	29246
1670	5866	29239
1671	5868	29231
1672	5872	29228
1673	5877	29231
1674	5882	29238
1675	5886	29235
1676	5893	29247
1677	5897	29250
1678	5900	29243
1679	5905	29245
1680	5908	29238
1681	5910	29230
1682	5913	29222
1683	5915	29213
1684	5918	29205
1685	5924	29213
1686	5929	29218
