iter	RMSE
1666	27735.95765
1667	27735.69442
1668	27735.10912
1669	27734.4974
1670	27733.88408
1671	27732.4675
1672	27727.39109
1673	27726.81418
1674	27722.92861
1675	27722.6177
1676	27712.26069
1677	27711.62897
1678	27707.75848
1679	27706.4718
1680	27705.0617
1681	27701.42025
1682	27688.0927
1683	27687.84825
1684	27686.56456
1685	27686.30217
1686	27686.01743
1687	27684.73473
1688	27683.84584
1689	27683.52115
1690	27682.11465
1691	27670.01064
1692	27655.23591
1693	27654.32195
1694	27653.04669
1695	27652.7069
1696	27652.08963
1697	27651.12483
1698	27647.29364
1699	27646.74453
1700	27646.48744
1701	27645.9017
1702	27645.65004
1703	27645.06361
1704	27644.75455
1705	27644.50094
1706	27638.14482
1707	27637.541
1708	27637.29607
1709	27636.68654
1710	27636.38124
1711	27635.76089
1712	27634.78412
1713	27633.38252
1714	27633.06603
1715	27632.77397
1716	27632.45271
1717	27631.05232
1718	27625.49159
1719	27624.2204
1720	27620.68288
1721	27606.38132
1722	27606.07638
1723	27591.09177
1724	27590.49023
1725	27590.17322
1726	27587.06954
1727	27586.74797
1728	27585.79085
1729	27570.19203
1730	27568.92553
1731	27568.3046
1732	27567.70932
1733	27567.10082
1734	27566.77979
1735	27554.97988
1736	27551.76162
1737	27551.448
1738	27551.20085
1739	27549.80967
1740	27549.47953
1741	27548.86069
1742	27547.94144
1743	27547.68662
1744	27540.46447
1745	27535.16261
1746	27531.57638
1747	27530.96948
1748	27530.65466
1749	27530.33697
1750	27518.2247
1751	27516.83905
1752	27516.53737
1753	27505.94015
1754	27490.69512
1755	27490.39324
1756	27490.14661
1757	27489.25144
1758	27488.31087
1759	27473.81082
1760	27473.55823
1761	27473.31128
1762	27473.00553
1763	27472.42394
1764	27472.17813
1765	27467.00394
1766	27466.41503
1767	27465.81093
1768	27465.5117
1769	27464.95127
1770	27464.63576
1771	27464.04822
1772	27463.71846
1773	27463.41883
1774	27462.16555
1775	27461.60824
1776	27461.30966
1777	27461.01036
1778	27457.22528
1779	27456.92533
1780	27456.61064
1781	27456.3603
1782	27456.04519
1783	27455.7931
1784	27449.96422
1785	27449.6712
1786	27449.0828
1787	27448.08968
1788	27447.23347
1789	27439.12815
1790	27438.54132
1791	27438.29796
1792	27430.37387
1793	27420.39119
1794	27417.48728
1795	27417.17407
1796	27413.42386
1797	27409.72886
1798	27409.44846
1799	27408.51744
1800	27407.93412
1801	27406.69424
1802	27406.11092
1803	27405.5178
1804	27404.9238
1805	27403.68081
1806	27398.21102
1807	27397.96712
1808	27390.52052
1809	27390.22409
1810	27389.60571
1811	27388.36451
1812	27384.379
1813	27370.93524
1814	27370.01172
1815	27355.97776
1816	27342.59422
1817	27342.01495
1818	27338.88464
1819	27338.56956
1820	27338.01935
1821	27337.7214
1822	27337.13083
1823	27331.20902
1824	27328.0864
1825	27324.44856
1826	27312.1808
1827	27311.60166
1828	27311.35474
1829	27310.70595
1830	27309.38638
1831	27309.09376
1832	27308.50236
1833	27304.5208
1834	27303.28883
1835	27302.99416
1836	27302.45459
1837	27298.3911
1838	27298.09926
1839	27297.85185
1840	27297.26036
1841	27296.72343
1842	27296.40105
1843	27288.42206
1844	27275.10602
1845	27273.73743
1846	27270.08784
1847	27269.8215
1848	27266.53195
1849	27265.94196
1850	27262.30717
1851	27261.73604
1852	27258.56603
1853	27258.31517
1854	27252.54606
1855	27239.28788
1856	27238.97956
1857	27237.75924
1858	27233.69989
1859	27233.39106
1860	27232.04559
1861	27231.79876
1862	27231.48944
1863	27231.18659
1864	27222.06939
1865	27221.82763
1866	27221.25232
1867	27218.10209
1868	27217.80917
1869	27217.50234
1870	27213.28163
1871	27212.98797
1872	27211.76843
1873	27211.1971
1874	27210.90303
1875	27210.3682
1876	27204.82255
1877	27204.53381
1878	27203.96827
1879	27201.00054
1880	27200.7065
1881	27200.12702
1882	27199.56226
1883	27194.76552
1884	27194.20094
1885	27180.19886
1886	27179.63458
1887	27179.06544
1888	27178.7776
1889	27178.4679
1890	27177.897
1891	27177.65705
1892	27176.44317
1893	27175.57767
1894	27175.26839
1895	27174.94671
1896	27174.41462
1897	27173.84902
1898	27160.9649
1899	27160.09398
1900	27159.8075
1901	27159.56928
1902	27159.26592
1903	27157.93158
1904	27157.35497
1905	27156.14453
1906	27154.8122
1907	27154.52568
1908	27151.17764
1909	27150.64529
1910	27150.08421
1911	27149.79699
1912	27149.50878
1913	27146.39545
1914	27146.10475
1915	27145.81539
1916	27145.23087
1917	27144.37752
1918	27143.85323
1919	27143.56438
1920	27143.33551
1921	27143.0197
1922	27142.49507
1923	27136.67163
1924	27136.3843
1925	27135.81061
1926	27135.27879
1927	27134.99413
1928	27134.43723
1929	27134.14927
1930	27132.94495
1931	27126.12843
1932	27125.82551
1933	27125.2694
1934	27124.71322
1935	27124.47741
1936	27124.19365
1937	27123.9531
1938	27122.62787
1939	27121.42907
1940	27120.85973
1941	27117.53509
1942	27105.13275
1943	27104.84565
1944	27104.55813
1945	27103.23626
1946	27102.93481
1947	27099.44056
1948	27095.46898
1949	27094.93306
1950	27084.00416
1951	27082.68623
1952	27079.37914
1953	27078.98744
1954	27078.43117
1955	27078.19507
1956	27077.95411
1957	27077.38839
1958	27066.22483
1959	27065.66693
1960	27065.3687
1961	27064.81449
1962	27064.56682
1963	27063.37286
1964	27062.84844
1965	27062.29666
1966	27058.79304
1967	27055.29683
1968	27054.72891
1969	27054.44414
1970	27042.26551
1971	27041.74484
1972	27029.07975
1973	27028.71992
1974	27027.81471
1975	27022.11286
1976	27021.55721
1977	27010.22587
1978	27009.03807
1979	27008.79557
1980	27008.24993
1981	27003.30097
1982	27002.75332
1983	27001.4475
1984	26988.98038
1985	26988.6997
1986	26987.51528
1987	26987.23199
1988	26986.94971
1989	26986.66893
1990	26986.08866
1991	26985.80888
1992	26985.26232
1993	26984.97106
1994	26972.64812
1995	26972.13149
1996	26971.62062
1997	26971.06404
1998	26970.51046
1999	26969.32837
2000	26969.03378
2001	26968.478
2002	26968.23829
2003	26967.95914
2004	26967.44298
2005	26967.16111
2006	26966.61239
2007	26963.20793
2008	26962.69826
2009	26962.38033
2010	26962.10017
2011	26961.54897
2012	26960.99513
2013	26948.65395
2014	26948.13966
2015	26947.58595
2016	26947.34966
2017	26946.80765
2018	26946.25159
2019	26936.11876
2020	26927.28505
2021	26926.98928
2022	26923.59576
2023	26923.05278
2024	26922.72421
2025	26922.44603
2026	26921.89238
2027	26921.35136
2028	26920.80998
2029	26917.81086
2030	26917.26253
2031	26916.74967
2032	26916.4724
2033	26915.29908
2034	26914.75875
2035	26914.46687
2036	26914.1889
2037	26913.91193
2038	26910.58089
2039	26910.17861
2040	26908.88772
2041	26904.1184
2042	26903.23298
2043	26890.62468
2044	26885.95223
2045	26885.44398
2046	26879.9007
2047	26879.62466
2048	26879.08912
2049	26877.8012
2050	26876.6339
2051	26875.46734
2052	26875.23869
2053	26873.9531
2054	26870.58407
2055	26870.29149
2056	26869.99971
2057	26869.77046
2058	26869.49174
2059	26869.18486
2060	26868.67228
2061	26868.12641
2062	26867.58899
2063	26861.87831
2064	26860.71534
2065	26860.4746
2066	26859.92953
2067	26859.39254
2068	26858.85064
2069	26858.61771
2070	26849.12084
2071	26848.57665
2072	26848.28451
2073	26847.77749
2074	26847.50327
2075	26846.97219
2076	26846.44124
2077	26846.16836
2078	26845.87855
2079	26843.10434
2080	26842.57215
2081	26839.22106
2082	26838.36975
2083	26838.07937
2084	26837.81424
2085	26837.52602
2086	26837.02687
2087	26836.49795
2088	26835.95056
2089	26835.66337
2090	26835.13723
2091	26834.84234
2092	26833.99918
2093	26833.72621
2094	26832.91782
2095	26831.64312
2096	26831.10682
2097	26830.5788
2098	26830.30756
2099	26829.46686
2100	26828.62495
2101	26828.33875
2102	26823.88028
2103	26822.6009
2104	26822.21877
2105	26821.94675
2106	26820.6754
2107	26819.71702
2108	26814.9099
2109	26814.37195
2110	26813.82662
2111	26813.32723
2112	26810.01494
2113	26809.48968
2114	26808.95268
2115	26808.68288
2116	26808.37067
2117	26797.24753
2118	26796.72933
2119	26795.57948
2120	26790.7386
2121	26790.45142
2122	26790.18084
2123	26789.64235
2124	26789.1178
2125	26785.79455
2126	26785.49218
2127	26785.20631
2128	26784.68256
2129	26781.51011
2130	26780.98805
2131	26780.75959
2132	26767.44675
2133	26766.91406
2134	26766.38828
2135	26766.0911
2136	26765.59561
2137	26762.31887
2138	26761.78833
2139	26761.56363
2140	26761.04128
2141	26760.54769
2142	26760.01688
2143	26759.52743
2144	26758.99702
2145	26758.46651
2146	26755.60283
2147	26755.08263
2148	26754.85467
2149	26754.57203
2150	26754.03896
2151	26753.52336
2152	26753.24097
2153	26752.95896
2154	26743.34071
2155	26743.11572
2156	26742.81603
2157	26742.59302
2158	26741.33563
2159	26741.10647
2160	26740.82528
2161	26740.51793
2162	26740.2957
2163	26735.7091
2164	26735.44104
2165	26735.20661
2166	26724.5514
2167	26724.32939
2168	26724.10081
2169	26723.87226
2170	26720.58944
2171	26716.61345
2172	26716.28118
2173	26715.76529
2174	26714.96871
2175	26714.46817
2176	26714.17454
2177	26713.89448
2178	26713.58069
2179	26713.20049
2180	26712.67562
2181	26710.81713
2182	26710.59515
2183	26710.37075
2184	26701.17561
2185	26700.91046
2186	26700.38635
2187	26699.90571
2188	26699.63965
2189	26699.36055
2190	26699.13477
2191	26688.62699
2192	26688.11475
2193	26687.6021
2194	26687.08899
2195	26676.67344
2196	26676.16225
2197	26675.89779
2198	26675.36838
2199	26675.14936
2200	26674.88717
2201	26670.12008
2202	26669.61286
2203	26664.90139
2204	26664.41873
2205	26663.89462
2206	26662.04032
2207	26660.91347
2208	26659.76214
2209	26659.49895
2210	26659.27282
2211	26659.00948
2212	26658.74922
2213	26655.51248
2214	26655.03342
2215	26650.27345
2216	26649.77284
2217	26649.29582
2218	26649.07496
2219	26648.60003
2220	26648.32143
2221	26648.01203
2222	26643.06351
2223	26631.28463
2224	26631.03677
2225	26630.77309
2226	26620.11421
2227	26619.59504
2228	26617.03642
2229	26616.81829
2230	26616.54216
2231	26616.26597
2232	26616.04245
2233	26615.82487
2234	26614.78536
2235	26614.31105
2236	26607.53509
2237	26604.84021
2238	26603.71907
2239	26603.45917
2240	26603.20072
2241	26602.68402
2242	26602.46546
2243	26601.96889
2244	26601.70885
2245	26601.41886
2246	26601.19483
2247	26600.91441
2248	26596.22986
2249	26595.75717
2250	26595.24167
2251	26592.04536
2252	26591.82191
2253	26591.59779
2254	26591.32324
2255	26591.10696
2256	26590.88018
2257	26590.37842
2258	26590.15559
2259	26589.89721
2260	26589.62057
2261	26589.34636
2262	26588.83606
2263	26588.57483
2264	26578.63683
2265	26578.12175
2266	26574.87217
2267	26574.61412
2268	26574.38136
2269	26569.75009
2270	26565.13497
2271	26564.91503
2272	26564.65841
2273	26564.43535
2274	26563.63001
2275	26563.40685
2276	26560.3328
2277	26559.10227
2278	26558.88426
2279	26558.38569
2280	26547.47157
2281	26547.21551
2282	26546.73245
2283	26545.90566
2284	26545.63095
2285	26545.13399
2286	26544.84798
2287	26544.63002
2288	26543.52102
2289	26543.01117
2290	26542.51263
2291	26536.47939
2292	26530.04268
2293	26529.75634
2294	26529.53551
2295	26529.05426
2296	26528.78126
2297	26528.52412
2298	26528.26857
2299	26528.01055
2300	26527.75598
2301	26527.5411
2302	26527.32665
2303	26527.05509
2304	26526.79673
2305	26526.54156
2306	26526.06426
2307	26524.25262
2308	26512.71568
2309	26512.5013
2310	26505.87183
2311	26503.11409
2312	26502.83985
2313	26499.62147
2314	26499.36552
2315	26498.56759
2316	26497.74859
2317	26497.26
2318	26497.04577
2319	26495.82352
2320	26495.33135
2321	26494.83959
2322	26491.68843
2323	26483.40183
2324	26482.90999
2325	26482.40621
2326	26482.19029
2327	26477.39113
2328	26477.13583
2329	26476.6289
2330	26475.40838
2331	26475.13767
2332	26474.91693
2333	26474.41961
2334	26469.91801
2335	26466.51923
2336	26466.03307
2337	26465.75154
2338	26461.2345
2339	26451.69668
2340	26451.19659
2341	26450.42645
2342	26450.15652
2343	26449.90154
2344	26446.70842
2345	26446.24481
2346	26445.99165
2347	26445.72382
2348	26445.50969
2349	26445.22541
2350	26444.72682
2351	26443.51581
2352	26443.30252
2353	26442.808
2354	26436.15367
2355	26435.65745
2356	26435.40232
2357	26434.1931
2358	26433.97442
2359	26433.48885
2360	26433.23682
2361	26432.7549
2362	26429.74546
2363	26429.44964
2364	26428.95218
2365	26428.62292
2366	26424.14515
2367	26414.86303
2368	26414.37628
2369	26411.65507
2370	26411.21072
2371	26404.81362
2372	26404.51894
2373	26404.02802
2374	26394.3944
2375	26393.89908
2376	26390.73087
2377	26390.46331
2378	26390.19756
2379	26389.93167
2380	26389.71689
2381	26389.5041
2382	26389.01084
2383	26388.53094
2384	26388.03667
2385	26387.54491
2386	26387.05246
2387	26386.59333
2388	26386.08916
2389	26385.60953
2390	26385.35898
2391	26383.04965
2392	26382.78297
2393	26382.29004
2394	26382.02539
2395	26370.44747
2396	26369.95479
2397	26369.47614
2398	26368.99306
2399	26368.51595
2400	26368.22483
2401	26367.99369
2402	26363.6904
2403	26363.43778
2404	26363.16887
2405	26362.67858
2406	26362.42936
2407	26361.92972
2408	26361.43938
2409	26360.94974
2410	26360.68429
2411	26358.81927
2412	26358.34814
2413	26353.65145
2414	26353.20165
2415	26350.62481
2416	26350.13573
2417	26349.65802
2418	26343.34082
2419	26341.56404
2420	26341.30101
2421	26330.03059
2422	26328.83501
2423	26328.35969
2424	26327.87227
2425	26327.14123
2426	26326.87824
2427	26326.5948
2428	26322.01284
2429	26321.50067
2430	26321.29079
2431	26310.73375
2432	26310.47134
2433	26309.7396
2434	26307.06242
2435	26306.20871
2436	26303.06643
2437	26302.81949
2438	26302.54561
2439	26298.1931
2440	26286.50459
2441	26286.22165
2442	26285.73713
2443	26273.7824
2444	26270.64901
2445	26270.39842
2446	26270.15329
2447	26267.20158
2448	26264.54327
2449	26264.06701
2450	26263.85894
2451	26263.38022
2452	26263.17058
2453	26262.70545
2454	26262.21185
2455	26261.9512
2456	26258.89889
2457	26252.65637
2458	26252.15037
2459	26251.94294
2460	26251.50014
2461	26248.73563
2462	26248.48579
2463	26248.00959
2464	26247.80034
2465	26244.7731
2466	26244.50187
2467	26243.74763
2468	26243.28169
2469	26243.03799
2470	26242.55791
2471	26242.11378
2472	26241.63278
2473	26241.15329
2474	26240.56695
2475	26240.0992
2476	26237.70925
2477	26237.50186
2478	26236.77412
2479	26236.56136
2480	26235.78263
2481	26234.59923
2482	26224.75404
2483	26224.49525
2484	26223.74105
2485	26223.26369
2486	26223.05046
2487	26218.71611
2488	26218.50006
2489	26215.39999
2490	26215.17121
2491	26214.9022
2492	26214.43647
2493	26213.85399
2494	26209.52736
2495	26209.31438
2496	26208.83704
2497	26208.62573
2498	26208.16102
2499	26202.4787
2500	26202.01409
2501	26201.40964
2502	26200.66
2503	26200.18548
2504	26199.97895
2505	26199.77286
2506	26199.29675
2507	26199.0289
2508	26198.59905
2509	26198.34222
2510	26198.0828
2511	26197.3715
2512	26194.71593
2513	26194.24085
2514	26193.98446
2515	26193.74338
2516	26193.28353
2517	26188.79685
2518	26188.32217
2519	26188.10139
2520	26187.64019
2521	26186.78901
2522	26186.3298
2523	26185.86778
2524	26185.39948
2525	26184.9366
2526	26184.6792
2527	26184.2427
2528	26183.47448
2529	26183.25907
2530	26174.92187
2531	26174.68036
2532	26174.44001
2533	26163.94963
2534	26163.70944
2535	26163.44363
2536	26163.20466
2537	26162.689
2538	26162.22295
2539	26160.08587
2540	26159.32067
2541	26158.85984
2542	26158.39163
2543	26152.24158
2544	26151.97642
2545	26151.70187
2546	26150.85673
2547	26150.61714
2548	26150.15752
2549	26149.68418
2550	26149.22788
2551	26139.89297
2552	26139.63898
2553	26139.16664
2554	26128.5527
2555	26128.20088
2556	26127.74235
2557	26127.28011
2558	26126.8236
2559	26126.06185
2560	26114.90559
2561	26114.58381
2562	26114.12674
2563	26113.40625
2564	26112.929
2565	26112.19559
2566	26111.70605
2567	26111.20749
2568	26110.96942
2569	26108.39501
2570	26101.92342
2571	26101.47011
2572	26101.21972
2573	26100.7556
2574	26100.32096
2575	26099.59067
2576	26095.33713
2577	26089.17703
2578	26086.12433
2579	26085.67523
2580	26085.42327
2581	26084.96287
2582	26084.20851
2583	26083.96628
2584	26083.23535
2585	26075.83564
2586	26075.38446
2587	26075.14859
2588	26074.69571
2589	26074.24301
2590	26071.20121
2591	26070.96499
2592	26070.25662
2593	26070.02061
2594	26069.56962
2595	26069.29475
2596	26068.82825
2597	26068.37148
2598	26064.23701
2599	26063.78929
2600	26063.55372
2601	26062.50403
2602	26062.04201
2603	26059.63106
2604	26058.90839
2605	26058.06253
2606	26055.03339
2607	26054.5678
2608	26054.10083
2609	26052.94383
2610	26051.22933
2611	26050.79697
2612	26050.59595
2613	26050.36046
2614	26050.10179
2615	26049.84984
2616	26049.3967
2617	26049.14488
2618	26044.47868
2619	26034.61015
2620	26034.14638
2621	26030.10158
2622	26029.65198
2623	26024.21834
2624	26019.20982
2625	26018.94157
2626	26015.60573
2627	26015.16443
2628	26014.71595
2629	26014.2657
2630	26013.84561
2631	26013.40444
2632	26002.67537
2633	26001.52379
2634	26001.32394
2635	26000.96754
2636	25996.88121
2637	25996.68015
2638	25996.23699
2639	25995.98192
2640	25995.51312
2641	25995.0598
2642	25994.81099
2643	25990.82677
2644	25990.36097
2645	25989.91076
2646	25980.32073
2647	25980.08929
2648	25979.6281
2649	25976.81264
2650	25976.36801
2651	25976.13531
2652	25975.93633
2653	25975.50391
2654	25975.17486
2655	25974.97621
2656	25971.97691
2657	25963.2684
2658	25962.82357
2659	25962.38225
2660	25953.49068
2661	25953.2423
2662	25952.2285
2663	25952.02516
2664	25949.27703
2665	25949.0072
2666	25948.56352
2667	25948.11698
2668	25947.86953
2669	25947.4219
2670	25947.2225
2671	25946.98689
2672	25946.57225
2673	25946.32573
2674	25946.07112
2675	25939.54792
2676	25939.3023
2677	25931.59502
2678	25931.14419
2679	25930.94687
2680	25927.96291
2681	25927.54852
2682	25927.27979
2683	25927.05146
2684	25919.82409
2685	25919.61588
2686	25919.41058
2687	25915.63547
2688	25915.38634
2689	25905.62323
2690	25905.12999
2691	25904.68571
2692	25904.44085
2693	25904.19515
2694	25893.96228
2695	25886.25047
2696	25885.79449
2697	25883.60342
2698	25883.16918
2699	25882.72957
2700	25882.29205
2701	25881.57224
2702	25881.13328
2703	25880.82434
2704	25878.04631
2705	25877.60727
2706	25877.36335
2707	25877.11916
2708	25876.68318
2709	25876.42804
2710	25876.17071
2711	25875.97541
2712	25875.74364
2713	25875.49991
2714	25874.20945
2715	25873.96515
2716	25869.95133
2717	25869.75478
2718	25869.31827
2719	25868.87484
2720	25867.7402
2721	25867.29149
2722	25867.08882
2723	25864.12419
2724	25863.92944
2725	25863.70356
2726	25863.47536
2727	25859.45951
2728	25859.02701
2729	25858.82947
2730	25858.16485
2731	25857.93431
2732	25857.70386
2733	25857.47347
2734	25857.24316
2735	25856.80797
2736	25856.6083
2737	25856.16428
2738	25855.97026
2739	25855.74351
2740	25849.06297
2741	25847.69469
2742	25847.26178
2743	25837.58758
2744	25837.15918
2745	25828.9295
2746	25828.7292
2747	25828.53395
2748	25828.31863
2749	25828.09069
2750	25827.83694
2751	25819.08883
2752	25813.44593
2753	25813.24269
2754	25812.79956
2755	25812.34431
2756	25811.90713
2757	25811.64342
2758	25811.2103
2759	25811.01408
2760	25810.58826
2761	25810.34674
2762	25809.19183
2763	25808.93905
2764	25808.73823
2765	25808.53849
2766	25808.34512
2767	25808.14653
2768	25807.9545
2769	25807.76102
2770	25802.15329
2771	25801.74377
2772	25801.54327
2773	25801.31565
2774	25800.65751
2775	25800.46359
2776	25800.26644
2777	25800.06611
2778	25799.66635
2779	25799.23341
2780	25798.82898
2781	25798.40915
2782	25797.98159
2783	25797.55338
2784	25797.31045
2785	25797.04734
2786	25796.85538
2787	25795.66305
2788	25795.25925
2789	25792.31816
2790	25791.85305
2791	25786.66398
2792	25786.24543
2793	25782.27223
2794	25782.0782
2795	25781.88234
2796	25781.66073
2797	25781.42488
2798	25781.00673
2799	25780.80944
2800	25780.39691
2801	25774.62252
2802	25774.37454
2803	25774.18394
2804	25773.99047
2805	25773.55279
2806	25773.12507
2807	25772.92736
2808	25772.68518
2809	25766.96175
2810	25766.7627
2811	25766.53728
2812	25766.28583
2813	25765.88885
2814	25765.09047
2815	25759.95218
2816	25759.75337
2817	25759.50647
2818	25759.27866
2819	25759.05631
2820	25758.64434
2821	25758.44784
2822	25758.14695
2823	25747.23828
2824	25746.99138
2825	25746.16201
2826	25745.95953
2827	25745.3062
2828	25736.38643
2829	25736.19714
2830	25735.87492
2831	25735.68042
2832	25725.44518
2833	25725.21176
2834	25724.78901
2835	25724.59008
2836	25724.39119
2837	25723.96865
2838	25723.77467
2839	25723.57583
2840	25723.15879
2841	25722.50701
2842	25718.58048
2843	25711.36258
2844	25711.17284
2845	25703.50118
2846	25703.28207
2847	25703.06125
2848	25702.86317
2849	25693.43674
2850	25693.21638
2851	25693.02113
2852	25692.81928
2853	25692.58666
2854	25692.36622
2855	25692.17745
2856	25691.93755
2857	25691.67813
2858	25691.0278
2859	25690.83066
2860	25690.63585
2861	25690.44727
2862	25690.02302
2863	25687.92557
2864	25687.70535
2865	25687.51723
2866	25687.1924
2867	25686.77295
2868	25686.52761
2869	25686.33847
2870	25686.14521
2871	25685.95202
2872	25685.53622
2873	25685.34564
2874	25684.93307
2875	25682.01879
2876	25681.59246
2877	25681.39611
2878	25680.98395
2879	25680.76162
2880	25680.52589
2881	25680.10643
2882	25679.70383
2883	25679.41047
2884	25679.21309
2885	25676.30548
2886	25676.10696
2887	25675.91003
2888	25675.71606
2889	25675.51897
2890	25673.10125
2891	25671.92542
2892	25671.70851
2893	25671.2655
2894	25670.58726
2895	25670.35185
2896	25670.1651
2897	25669.73774
2898	25669.54527
2899	25669.34434
2900	25669.10704
2901	25666.41877
2902	25666.12696
2903	25665.9357
2904	25665.54622
2905	25665.22404
2906	25665.02721
2907	25664.73195
2908	25664.54015
2909	25664.31055
2910	25661.41827
2911	25661.19839
2912	25661.01223
2913	25660.62074
2914	25660.43466
2915	25660.24227
2916	25660.05167
2917	25659.73033
2918	25654.26015
2919	25644.68109
2920	25644.42514
2921	25644.18728
2922	25643.9969
2923	25643.80448
2924	25636.54227
2925	25635.71768
2926	25635.53236
2927	25635.08832
2928	25634.67435
2929	25634.35542
2930	25628.8837
2931	25628.69738
2932	25628.51227
2933	25628.27595
2934	25627.87865
2935	25627.5593
2936	25627.36596
2937	25627.13253
2938	25626.91618
2939	25626.70172
2940	25620.97934
2941	25620.78912
2942	25620.5558
2943	25613.29194
2944	25613.09742
2945	25612.67343
2946	25612.45684
2947	25611.32479
2948	25611.13513
2949	25610.95056
2950	25610.75665
2951	25610.51828
2952	25609.87088
2953	25609.68224
2954	25609.49747
2955	25609.099
2956	25608.90208
2957	25608.47431
2958	25608.28897
2959	25607.88214
2960	25600.57835
2961	25600.16685
2962	25589.04966
2963	25588.83202
2964	25585.75268
2965	25583.07919
2966	25582.25593
2967	25581.94132
2968	25578.08512
2969	25576.9561
2970	25576.53131
2971	25576.31586
2972	25575.90178
2973	25575.71334
2974	25575.52531
2975	25575.20248
2976	25574.07484
2977	25573.73972
2978	25573.30337
2979	25572.88294
2980	25572.69938
2981	25572.51475
2982	25572.29891
2983	25571.8789
2984	25571.4432
2985	25571.25981
2986	25570.85109
2987	25570.16196
2988	25569.93071
2989	25569.69958
2990	25569.51529
2991	25567.4478
2992	25562.47459
2993	25557.09246
2994	25556.7005
2995	25547.31852
2996	25547.12992
2997	25546.91682
2998	25545.13682
2999	25544.69946
3000	25544.50915
3001	25536.59203
3002	25536.18531
3003	25535.95142
3004	25527.33261
3005	25527.09633
3006	25526.91206
3007	25526.28412
3008	25526.09556
3009	25520.08973
3010	25519.90664
3011	25512.04451
3012	25508.17947
3013	25507.55366
3014	25504.69979
3015	25504.51126
3016	25504.29618
3017	25504.08233
3018	25503.89973
3019	25503.71719
3020	25503.52581
3021	25500.7289
3022	25500.51382
3023	25500.33159
3024	25500.118
3025	25499.4949
3026	25499.26573
3027	25499.03597
3028	25498.84449
3029	25498.07691
3030	25497.84805
3031	25497.43235
3032	25497.22205
3033	25487.50571
3034	25487.32238
3035	25486.8858
3036	25486.67269
3037	25486.35755
3038	25485.73701
3039	25485.33408
3040	25484.934
3041	25484.52699
3042	25484.34419
3043	25484.13003
3044	25483.83334
3045	25483.52149
3046	25483.34018
3047	25483.11216
3048	25482.69928
3049	25482.51336
3050	25482.3213
3051	25481.9132
3052	25481.59783
3053	25481.41225
3054	25476.04546
3055	25475.63953
3056	25473.87009
3057	25471.25453
3058	25470.85799
3059	25470.6718
3060	25470.24607
3061	25469.91456
3062	25469.70152
3063	25469.47198
3064	25468.63761
3065	25468.42902
3066	25468.24513
3067	25468.06418
3068	25467.8674
3069	25467.65646
3070	25467.47008
3071	25467.08373
3072	25466.89828
3073	25466.52255
3074	25466.28864
3075	25464.25434
3076	25463.84153
3077	25463.65659
3078	25463.4304
3079	25463.03999
3080	25462.75215
3081	25462.37567
3082	25462.12836
3083	25461.83861
3084	25461.39738
3085	25461.11232
3086	25451.80801
3087	25446.41959
3088	25446.0199
3089	25445.7727
3090	25445.59195
3091	25444.44175
3092	25440.51006
3093	25440.32369
3094	25440.12511
3095	25439.94521
3096	25439.53879
3097	25435.58671
3098	25434.9511
3099	25434.5385
3100	25434.32949
3101	25434.14817
3102	25433.76994
3103	25432.05826
3104	25431.8749
3105	25431.68899
3106	25431.29916
3107	25430.90036
3108	25430.67517
3109	25430.44934
3110	25428.11838
3111	25427.92366
3112	25426.8156
3113	25426.60057
3114	25425.95057
3115	25425.77033
3116	25425.33089
3117	25425.15202
3118	25424.96592
3119	25424.78448
3120	25424.59912
3121	25424.36871
3122	25424.14461
3123	25423.93853
3124	25423.71919
3125	25423.10956
3126	25422.72863
3127	25422.33196
3128	25422.12255
3129	25421.72192
3130	25420.63795
3131	25420.45088
3132	25420.24372
3133	25419.82279
3134	25419.6439
3135	25419.35361
3136	25418.96433
3137	25418.31722
3138	25417.92445
3139	25417.74511
3140	25417.56713
3141	25417.17124
3142	25416.99329
3143	25414.9772
3144	25414.75432
3145	25414.57507
3146	25414.39595
3147	25414.19102
3148	25409.04077
3149	25408.85655
3150	25407.61448
3151	25407.43682
3152	25401.71725
3153	25397.7055
3154	25392.85683
3155	25392.67198
3156	25392.36437
3157	25391.96746
3158	25391.74525
3159	25391.54057
3160	25391.15618
3161	25388.9428
3162	25388.71859
3163	25388.08465
3164	25387.90706
3165	25387.30043
3166	25387.07687
3167	25386.89436
3168	25386.71346
3169	25386.49043
3170	25386.29756
3171	25383.55137
3172	25377.80964
3173	25377.58801
3174	25373.62176
3175	25373.21824
3176	25371.93183
3177	25371.72262
3178	25371.35331
3179	25370.93093
3180	25370.70277
3181	25370.47108
3182	25370.24179
3183	25360.62591
3184	25360.44884
3185	25360.24488
3186	25360.00301
3187	25359.77967
3188	25359.59769
3189	25359.3894
3190	25357.35626
3191	25357.17933
3192	25356.99604
3193	25356.81279
3194	25356.42027
3195	25356.20987
3196	25356.02672
3197	25355.84696
3198	25355.44574
3199	25355.26796
3200	25354.87667
3201	25348.52552
3202	25348.09023
3203	25346.99094
3204	25346.77044
3205	25346.58758
3206	25346.18849
3207	25345.78638
3208	25338.5586
3209	25338.17454
3210	25337.95275
3211	25337.56245
3212	25337.38463
3213	25336.15364
3214	25335.97738
3215	25333.97745
3216	25330.14357
3217	25324.37905
3218	25324.19733
3219	25324.01478
3220	25323.83825
3221	25323.44456
